year,wiki_ref,wiki_query,producer,distributor,name,country,director,cinematography,editing,studio,budget,gross,runtime,music,writer,starring,language,released
2000,/wiki/Mission:_Impossible_2,Mission:_Impossible_2,"['Tom Cruise', 'Paula Wagner']",['Paramount Pictures'],Mission: Impossible 2,['United States'],['John Woo'],['Jeffrey L. Kimball'],['Jeffrey L. Kimball'],[],125000000,546400000,123,['Hans Zimmer'],[],"['Tom Cruise', 'Dougray Scott', 'Thandie Newton', 'Richard Roxburgh', 'John Polson', 'Brendan Gleeson', 'Rade Serbedzija', 'Ving Rhames']",English,{{Film date|2000|05|24}}
2000,/wiki/Gladiator_(2000_film),Gladiator_(2000_film),"['Douglas Wick', 'David Franzoni', 'Branko Lustig']",['DreamWorks Pictures'],Gladiator,['United Kingdom'],['Ridley Scott'],"['John Mathieson', 'John Mathieson']","['John Mathieson', 'John Mathieson']",[],103000000,457600000,155,"['Hans Zimmer', 'Lisa Gerrard']",[],"['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed', 'Derek Jacobi', 'Djimon Hounsou', 'Richard Harris']",English,{{Film date|2000|05|01|[[Los Angeles]]|2000|05|05|United States|2000|05|11|Singapore}}
2000,/wiki/Cast_Away,Cast_Away,"['Tom Hanks', 'Jack Rapke', 'Steve Starkey', 'Robert Zemeckis']",['20th Century Fox'],Cast Away,['United States'],['Robert Zemeckis'],"['Don Burgess', 'Don Burgess']","['Don Burgess', 'Don Burgess']","['ImageMovers', 'Playtone']",90000000,429600000,143,['Alan Silvestri'],"['William Broyles, Jr.']","['Tom Hanks', 'Helen Hunt', 'Nick Searcy']",English,{{Film date|2000|12|22}}
2000,/wiki/What_Women_Want,What_Women_Want,"['Susan Cartsonis', 'Bruce Davey', 'Gina Matthews', 'Nancy Meyers', 'Matt Williams', 'Matt Williams']",['Paramount Pictures'],What Women Want,['United States'],['Nancy Meyers'],['Dean Cundey'],['Dean Cundey'],"['Icon Entertainment', 'Wind Dancer Films']",70000000,374100000,127,['Alan Silvestri'],"['Josh Goldsmith', 'Cathy Yuspa', 'Diane Drake']","['Mel Gibson', 'Helen Hunt', 'Marisa Tomei', 'Lauren Holly', 'Mark Feuerstein', 'Alan Alda']",English,{{Film date|2000|12|15}}
2000,/wiki/Dinosaur_(film),Dinosaur_(film),['Pam Marsden'],"['Walt Disney Studios Motion Pictures', 'Buena Vista Pictures']",Dinosaur,['United States'],"['Ralph Zondag', 'Eric Leighton']","['David Hardberger', 'S. Douglas Smith']","['David Hardberger', 'S. Douglas Smith']","['Walt Disney Pictures', 'Walt Disney Animation Studios', 'Walt Disney Feature Animation', 'List of animation studios owned by The Walt Disney Company', 'The Secret Lab', 'The Secret Lab']",127500000,349800000,82,['James Newton Howard'],[],"['D. B. Sweeney', 'Alfre Woodard', 'Ossie Davis', 'Max Casella', 'Hayden Panettiere', 'Samuel E. Wright', 'Julianna Margulies', 'Peter Siragusa', 'Joan Plowright', 'Della Reese']",English,{{Film date|2000|5|19|United States|2000|10|13|United Kingdom}}
2000,/wiki/Meet_the_Parents,Meet_the_Parents,"['Nancy Tenenbaum', 'Jay Roach', 'Jane Rosenthal', 'Robert De Niro']",['Universal Pictures'],Meet the Parents,['United States'],['Jay Roach'],"['Peter James', 'Peter James']","['Peter James', 'Peter James']","['TriBeCa Productions', 'Tribeca Productions', 'Nancy Tenenbaum Productions']",55000000,330400000,108,['Randy Newman'],[],"['Robert De Niro', 'Ben Stiller', 'Blythe Danner', 'Teri Polo', 'James Rebhorn', 'Jon Abrahams', 'Owen Wilson']",English,{{film date|2000|10|6}}
2000,/wiki/The_Perfect_Storm_(film),The_Perfect_Storm_(film),"['Paula Weinstein', 'Wolfgang Petersen', 'Gail Katz']",['Warner Bros.'],The Perfect Storm,['United States'],['Wolfgang Petersen'],['John Seale'],['John Seale'],"['Barry Levinson', 'Baltimore Pictures', 'Gail Katz', 'Radiant Productions']",120000000,328700000,130,['James Horner'],[],"['George Clooney', 'Mark Wahlberg', 'Diane Lane', 'William Fichtner', 'Karen Allen', 'Bob Gunton', 'Mary Elizabeth Mastrantonio', 'John C. Reilly']",English,{{Film date|2000|6|30}}
2000,/wiki/X-Men_(film),X-Men_(film),"['Lauren Shuler Donner', 'Ralph Winter', 'Ralph Winter']",['20th Century Fox'],X-Men,['United States'],['Bryan Singer'],['Newton Thomas Sigel'],['Newton Thomas Sigel'],[],75000000,296300000,104,['Michael Kamen'],[],"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen', 'Halle Berry', 'Famke Janssen', 'James Marsden', 'Bruce Davison', 'Rebecca Romijn', 'Rebecca Romijn Stamos', 'Ray Park', 'Anna Paquin']",English,{{Film date|2000|07|12|[[Ellis Island]]|2000|07|14|United States}}
2000,/wiki/What_Lies_Beneath,What_Lies_Beneath,"['Jack Rapke', 'Steve Starkey', 'Robert Zemeckis']",['DreamWorks Pictures'],What Lies Beneath,['United States'],['Robert Zemeckis'],"['Don Burgess', 'Don Burgess']","['Don Burgess', 'Don Burgess']",['ImageMovers'],100000000,291400000,130,['Alan Silvestri'],[],"['Harrison Ford', 'Michelle Pfeiffer', 'Diana Scarwid']",English,{{Film date|2000|7|21}}
2000,/wiki/Next_Friday,Next_Friday,['Ice Cube'],['New Line Cinema'],Next Friday,['United States'],['Steve Carr'],['Christopher J. Baffa'],['Christopher J. Baffa'],"['Ice Cube', 'Cube Vision']",11000000,59800000,98,['Terence Blanchard'],['Ice Cube'],"['Ice Cube', 'Mike Epps', 'Justin Pierce', 'John Witherspoon', 'John Witherspoon', 'Tamala Jones', 'Tom Lister Jr.', 'Tommy', 'Lister Jr.']",English,{{Film date|2000|01|12}}
2000,/wiki/Supernova_(2000_film),Supernova_(2000_film),"['Ash R. Shaw', 'Daniel Chuba', 'Jamie Dixon']",['MGM Distribution Co.'],Supernova,"['United States', 'Switzerland']","['Walter Hill', ""'''"", ""'''"", 'Jack Sholder', 'Francis Ford Coppola']",['Lloyd Ahern II'],['Lloyd Ahern II'],"['Screenland Pictures', 'Hammerhead Productions', 'Metro Goldwyn Mayer']",6090000000,14800000,90,"['David C. Williams', 'David C. Williams']",[],"['James Spader', 'Angela Bassett', 'Robert Forster', 'Lou Diamond Phillips', 'Peter Facinelli', 'Robin Tunney', 'Wilson Cruz']",English,{{Film date|2000|01|14}}
2000,/wiki/My_Dog_Skip_(film),My_Dog_Skip_(film),"['Mark Johnson', 'Mark Johnson', 'Andrew Kosove', 'Broderick Johnson', 'John Lee Hancock']",['Warner Bros. Pictures'],My Dog Skip,['United States'],['Jay Russell'],['James L. Carter'],['James L. Carter'],"['Alcon Entertainment', 'MDS Productions LLC', 'Warner Bros. Family Entertainment']",4500000,35547761,95,"['William Ross', 'William Ross']",['Gail Gilchriest'],"['Frankie Muniz', 'Diane Lane', 'Luke Wilson', 'Kevin Bacon', 'Harry Connick, Jr.']",English,{{Film date|2000|01|14|Limited|2000|03|03|Wide release}}
2000,/wiki/Down_to_You,Down_to_You,[],['Buena Vista Pictures'],Down to You,['United States'],['Kris Isacsson'],['Robert D. Yeoman'],['Robert D. Yeoman'],['Miramax Films'],35000000,24400000,92,['Edmund Choi'],['Kris Isacsson'],"['Freddie Prinze, Jr.', 'Julia Stiles', 'Selma Blair', 'Shawn Hatosy', 'Zak Orth', 'Ashton Kutcher', 'Rosario Dawson', 'Lucie Arnaz', 'Henry Winkler']",English<br /> French,{{Film date|2000|01|21}}
2000,/wiki/Eye_of_the_Beholder_(film),Eye_of_the_Beholder_(film),['Nicolas Clermont'],['Destination Films'],Eye of the Beholder,"['Canada', 'United Kingdom', 'Australia']",['Stephan Elliott'],['Guy Dufaux'],['Guy Dufaux'],"['Village Roadshow Pictures', 'Behaviour Interactive', 'Behaviour Communications']",35000000,17600000,109,['Marius de Vries'],[],"['Ewan McGregor', 'Ashley Judd', 'Patrick Bergin', 'k.d. lang', 'k.d. Lang', 'Jason Priestley', 'Genevive Bujold']",English,{{Film date|df|=|y|1999|08|28|South Korea|2000|01|28|United States|2000|06|09|United Kingdom|2000|08|10|Australia}}
2000,/wiki/The_Big_Tease,The_Big_Tease,['Philip Rose'],['Warner Bros.'],The Big Tease,['United States'],"['Kevin Allen', 'Kevin Allen']",[],[],[],,,86,['Mark Thomas'],"['Sacha Gervasi', 'Craig Ferguson']","['Craig Ferguson', 'Frances Fisher', 'Mary McCormack', 'David Rasche', 'Chris Langham']",English,{{start date|1999|12|24}}
2000,/wiki/Gun_Shy_(film),Gun_Shy_(film),['Sandra Bullock'],"['Walt Disney Studios Motion Pictures', 'Buena Vista Pictures']",Gun Shy,['United States'],['Eric Blakeney'],"['Tom Richmond', 'Tom Richmond']","['Tom Richmond', 'Tom Richmond']","['Hollywood Pictures', 'Sandra Bullock', 'Fortis Films']",14000000,3000000,101,['Rolfe Kent'],['Eric Blakeney'],"['Liam Neeson', 'Oliver Platt', 'Sandra Bullock', 'Jos Z_iga', 'Richard Schiff', 'Mary McCormack', 'Mitch Pileggi']",English,{{Start date|2000|2|4}}
2000,/wiki/Scream_3,Scream_3,[],['Dimension Films'],Scream 3,['United States'],['Wes Craven'],['Peter Deming'],['Peter Deming'],[],40000000,161800000,117,['Marco Beltrami'],['Ehren Kruger'],"['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Courteney Cox Arquette', 'Patrick Dempsey', 'Scott Foley', 'Lance Henriksen', 'Matt Keeslar', 'Jenny McCarthy', 'Emily Mortimer', 'Parker Posey', 'Deon Richmond', 'Patrick Warburton']",English,"{{Film date|2000|2|3|[[Westwood, Los Angeles|Westwood]]|2000|02|04|United States}}"
2000,/wiki/Snow_Day_(film),Snow_Day_(film),"['Albie Hecht', 'Julia Pistor']",['Paramount Pictures'],Snow Day,['United States'],['Chris Koch'],['Robbie Greenberg'],['Robbie Greenberg'],['Nickelodeon Movies'],13000000,62500000,89,['Steve Bartek'],"['Will McRobb and Chris Viscardi', 'Will McRobb', 'Will McRobb and Chris Viscardi', 'Chris Viscardi']","['Chris Elliott', 'Mark Webber', 'Mark Webber', 'Jean Smart', 'Chevy Chase']",English,{{Start date|2000|1|29}} (premiere)<br> {{Start date|2000|2|11}} (wide release)
2000,/wiki/The_Beach_(film),The_Beach_(film),"['Andrew Macdonald', 'Andrew Macdonald']",['20th Century Fox'],The Beach,"['United Kingdom', 'United States']",['Danny Boyle'],['Darius Khondji'],['Darius Khondji'],[],50000000,144100000,119,"['Angelo Badalamenti', 'John Cale', 'Brian Eno']",[],"['Leonardo DiCaprio', 'Tilda Swinton', 'Virginie Ledoyen', 'Guillaume Canet', 'Robert Carlyle', 'Leonardo DiCaprio', 'Tilda Swinton', 'Virginie Ledoyen', 'Guillaume Canet', 'Robert Carlyle']",English,{{Film date|df|=|y|2000|02|11}}
2000,/wiki/The_Tigger_Movie,The_Tigger_Movie,['Cheryl Abood'],"['Walt Disney Studios Motion Pictures', 'Buena Vista Pictures']",The Tigger Movie,['United States'],['Jun Falkenstein'],[],[],"['Walt Disney Pictures', 'Disney Television Animation', 'Walt Disney Television Animation', 'Disney MovieToons', 'Walt Disney Animation Japan']",15000000,96200000,77,['Harry Gregson Williams'],[],"['Jim Cummings', 'Nikita Hopkins', 'Ken Sansom', 'John Fiedler', 'Peter Cullen', 'Andre Stojka', 'Kath Soucie', 'Tom Attenborough', 'Frank Welker', 'John Hurt']",English,{{Film date|2000|02|06|[[El Capitan Theatre]]|2000|02|11|United States}}
2000,/wiki/Boiler_Room_(film),Boiler_Room_(film),"['Jennifer Todd', 'Suzanne Todd']",['New Line Cinema'],Boiler Room,['United States'],['Ben Younger'],['Enrique Chediak'],['Enrique Chediak'],['Team Todd'],7000000,28000000,120,['The Angel'],['Ben Younger'],"['Giovanni Ribisi', 'Vin Diesel', 'Nia Long', 'Nicky Katt', 'Scott Caan', 'Ben Affleck']",English,{{Film date|2000|02|18}}
2000,/wiki/Hanging_Up,Hanging_Up,"['Nora Ephron', 'Laurence Mark']",['Columbia Pictures'],Hanging Up,['United States'],['Diane Keaton'],['Howard Atherton'],['Howard Atherton'],[],40000000,51000000,94,['David Hirschfelder'],[],"['Meg Ryan', 'Diane Keaton', 'Lisa Kudrow', 'Walter Matthau', 'Adam Arkin']",English,{{Film date|2000|02|18}}
2000,/wiki/Pitch_Black_(film),Pitch_Black_(film),['Tom Engelman'],['USA Films'],Pitch Black,['United States'],['David Twohy'],['David Eggby'],['David Eggby'],"['PolyGram Filmed Entertainment', 'Interscope Communications', 'Gramercy Pictures']",23000000,53200000,109,['Graeme Revell'],[],"['Vin Diesel', 'Radha Mitchell', 'Cole Hauser', 'Keith David']",English,{{Film date|2000|2|18}}
2000,/wiki/The_Whole_Nine_Yards_(film),The_Whole_Nine_Yards_(film),"['Allan Kaufman', 'David Willis']",['Warner Bros.'],The Whole Nine Yards,['United States'],['Jonathan Lynn'],['David Franco'],['David Franco'],"['Morgan Creek Productions', 'Franchise Pictures', 'Rational Packaging', 'Lansdown Films']",41300000,106400000,98,['Randy Edelman'],['Mitchell Kapner'],"['Bruce Willis', 'Matthew Perry', 'Rosanna Arquette', 'Michael Clarke Duncan', 'Natasha Henstridge', 'Amanda Peet', 'Kevin Pollak']",English<br />French<br />Spanish,{{Film date|2000|02|18}}
2000,/wiki/Beautiful_People_(film),Beautiful_People_(film),"['Ben Gibson', 'Roger Shannon', 'Ben Woolford']","['Trimark Pictures', 'Channel Four Films']",Beautiful People,['United Kingdom'],['Jasmin Dizdar'],['Barry Ackroyd'],['Barry Ackroyd'],[],,,107,"['Garry Bell', 'Ghostland', 'Jasmin Dizdar']",['Jasmin Dizdar'],"['Charlotte Coleman', 'Charles Kay', 'Rosalind Ayres', 'Roger Sloman', 'Heather Tobias', 'Danny Nussbaum']",English,"{{Film date|1999|5|18|df|=|y|[[Cannes Film Festival|Cannes]]}} {{Film date|df|=|yes|2000|3|3|United States, limited|ref| name=""reelviews""}}"
2000,/wiki/Wonder_Boys_(film),Wonder_Boys_(film),"['Curtis Hanson', 'Scott Rudin']",['Paramount Pictures'],Wonder Boys,"['United States', 'United Kingdom', 'Germany', 'Japan']",['Curtis Hanson'],['Dante Spinotti'],['Dante Spinotti'],[],55000000,33400000,111,['Christopher Young'],[],"['Michael Douglas', 'Tobey Maguire', 'Frances McDormand', 'Katie Holmes', 'Rip Torn', 'Robert Downey Jr.', 'Michael Douglas', 'Tobey Maguire', 'Frances McDormand', 'Katie Holmes', 'Rip Torn', 'Robert Downey Jr.']",English,{{Film date|2000|02|25}}
2000,/wiki/Reindeer_Games,Reindeer_Games,"['Marty Katz', 'Chris Moore', 'Chris Moore', 'Bob Weinstein']",['Miramax Films'],Reindeer Games,['United States'],['John Frankenheimer'],['Alan Caso'],['Alan Caso'],['Dimension Films'],42000000,32200000,104,['Alan Silvestri'],['Ehren Kruger'],"['Ben Affleck', 'Gary Sinise', 'Charlize Theron', 'Dennis Farina', 'James Frain', 'Donal Logue', 'Clarence Williams III']",English,{{Film date|2000|02|25}}
2000,/wiki/3_Strikes_(film),3_Strikes_(film),['Marcus Morton'],['MGM Distribution Co.'],3 Strikes,['United States'],['DJ Pooh'],['John Simmons'],['John Simmons'],['Metro Goldwyn Mayer'],3400000,9800000,82,[],['DJ Pooh'],"['Brian Hooks', ""N'Bushe Wright"", 'Faizon Love', 'David Alan Grier']",English,{{Film date|2000|03|01}}
2000,/wiki/Drowning_Mona,Drowning_Mona,['Al Corley'],['Destination Films'],Drowning Mona,['United States'],['Nick Gomez'],['Bruce Douglas Johnson'],['Bruce Douglas Johnson'],[],37000000,15900000,96,['Michael Tavera'],['Peter Steinfeld'],"['Danny DeVito', 'Bette Midler', 'Neve Campbell', 'Jamie Lee Curtis', 'Casey Affleck', 'William Fichtner', 'Marcus Thomas', 'Marcus Thomas', 'Peter Dobson']",English,{{Film date|2000|3|3}}
2000,/wiki/The_Next_Best_Thing,The_Next_Best_Thing,"['Tom Rosenberg', 'Leslie Dixon', 'Linne Radmin', 'Gary Lucchesi']",['Paramount Pictures'],The Next Best Thing,['United States'],['John Schlesinger'],['Elliot Davis'],['Elliot Davis'],['Lakeshore Entertainment'],25000000,24362772,108,['Gabriel Yared'],['Tom Ropelewski'],"['Rupert Everett', 'Madonna', 'Madonna', 'Benjamin Bratt', 'Michael Vartan', 'Josef Sommer', 'Lynn Redgrave']",English,{{Film date|2000|03|03}}
2000,/wiki/Mission_to_Mars,Mission_to_Mars,['Tom Jacobson'],"['Walt Disney Studios Motion Pictures', 'Buena Vista Pictures']",Mission to Mars,['United States'],['Brian De Palma'],['Stephen H. Burum'],['Stephen H. Burum'],"['Touchstone Pictures', 'Spyglass Entertainment']",100000000,111000000,114,['Ennio Morricone'],[],"['Gary Sinise', 'Don Cheadle', 'Connie Nielsen', ""Jerry O'Connell"", 'Kim Delaney', 'Tim Robbins']",English,{{Film date|2000|3|10}}
2000,/wiki/The_Ninth_Gate,The_Ninth_Gate,['Roman Polanski'],['Bac Films'],The Ninth Gate,"['France', 'Spain']",['Roman Polanski'],['Darius Khondji'],['Darius Khondji'],['Canal+'],38000000,58400000,133,['Wojciech Kilar'],[],"['Johnny Depp', 'Lena Olin', 'Frank Langella', 'James Russo', 'Jack Taylor', 'Jack Taylor', 'Emmanuelle Seigner']",English,{{Film date|df|=|y|1999|08|25|France|1999|08|27|Spain|2000|03|10|United States}}
2000,/wiki/Erin_Brockovich_(film),Erin_Brockovich_(film),"['Danny DeVito', 'Michael Shamberg', 'Stacey Sher']","['Universal Studios', 'Universal Pictures']",Erin Brockovich,['United States'],['Steven Soderbergh'],"['Edward Lachman', 'Ed Lachman']","['Edward Lachman', 'Ed Lachman']","['Jersey Group', 'Jersey Films']",52000000,256300000,130,['Thomas Newman'],['Susannah Grant'],"['Julia Roberts', 'Albert Finney', 'Aaron Eckhart']",English,{{Film date|2000|3|17}}
2000,/wiki/Final_Destination_(film),Final_Destination_(film),"['Glen Morgan', 'Warren Zide', 'Craig Perry']",['New Line Cinema'],Final Destination,['United States'],"['James Wong', 'James Wong']","['Robert McLachlan', 'Robert McLachlan']","['Robert McLachlan', 'Robert McLachlan']","['Zide/Perry Productions', 'Hard Eight Pictures']",23000000,112900000,98,['Shirley Walker'],[],"['Devon Sawa', 'Ali Larter', 'Kerr Smith', 'Tony Todd']",English,{{film date|2000|3|17}}
2000,/wiki/Romeo_Must_Die,Romeo_Must_Die,"['Joel Silver', 'Jim Van Wyck']",['Warner Bros.'],Romeo Must Die,['United States'],['Andrzej Bartkowiak'],['Glen MacPherson'],['Glen MacPherson'],['Silver Pictures'],25000000,91000000,115,"['Stanley Clarke', 'Timbaland']",[],"['Jet Li', 'Aaliyah', 'Isaiah Washington', 'Russell Wong', 'DMX', 'DMX', 'Delroy Lindo']",English,{{film date|2000|3|22}}
2000,/wiki/Here_on_Earth_(film),Here_on_Earth_(film),['David T. Friendly'],['20th Century Fox'],Here on Earth,['United States'],['Mark Piznarski'],"[""Michael D. O'Shea""]","[""Michael D. O'Shea""]",[],15000000,10000000,96,"['Kelly Jones', 'Andrea Morricone']",['Michael Seitzman'],"['Chris Klein', 'Chris Klein', 'Leelee Sobieski', 'Josh Hartnett', 'Bruce Greenwood', ""Annette O'Toole"", 'Annie Corley', 'Stuart Wilson', 'Stuart Wilson', 'Michael Rooker']",English,{{start date|2000|3|24}}
2000,/wiki/Whatever_It_Takes_(2000_film),Whatever_It_Takes_(2000_film),"['Matt Berenson', 'Bill Brown', 'Victoria Dee', 'Paul Schiff', 'Mark Schwahn']",['Columbia Pictures'],Whatever It Takes,['United States'],['David Raynr'],['Tim Suhrstedt'],['Tim Suhrstedt'],['Phoenix Pictures'],32000000,9000000,94,['Edward Shearmur'],['Mark Schwahn'],"['Shane West', 'Marla Sokoloff', ""Jodi Lyn O'Keefe"", 'James Franco']",English,{{Start date|2000|3|31}}
2000,/wiki/High_Fidelity_(film),High_Fidelity_(film),"['Tim Bevan', 'Rudd Simmons']","['Walt Disney Studios Motion Pictures', 'Buena Vista Pictures']",High Fidelity,['United States'],['Stephen Frears'],['Seamus McGarvey'],['Seamus McGarvey'],"['Touchstone Pictures', 'Working Title Films', 'Dogstar Films', 'New Crime Productions']",30000000,47100000,113,['Howard Shore'],[],"['John Cusack', 'Jack Black', 'Lisa Bonet', 'Joelle Carter', 'Joan Cusack', 'Sara Gilbert', 'Iben Hjejle', 'Todd Louiso', 'Lili Taylor', 'Natasha Gregson Wagner']",English,{{Film date|2000|3|31|United States}}
2000,/wiki/Price_of_Glory,Price_of_Glory,"['Arthur Friedman', 'Moctesuma Esparza']",['New Line Cinema'],Price of Glory,['United States'],['Carlos vila'],['Affonso Beato'],['Affonso Beato'],['Shoreline Entertainment'],18000000,3000000,118,"['Joseph Julian Gonzalez', 'Joseph Julin Gonzlez']",['Phil Berger'],"['Jimmy Smits', 'Maria del Mar', 'Maria del Mar', 'Jon Seda', 'Clifton Collins Jr.', 'Ernesto Hernandez', 'Ron Perlman', 'Louis Mandylor']",English,{{Film date|2000|03|31}}
2000,/wiki/The_Road_to_El_Dorado,The_Road_to_El_Dorado,"['Brook Breton', 'Bonne Radford']","['DreamWorks Pictures', '1', '1']",The Road to El Dorado,['United States'],"['Don Paul', 'Bibo Bergeron', 'Eric', 'Bergeron']",[],[],['DreamWorks Animation'],95000000,76400000,89,"['Hans Zimmer', 'John Powell', 'John Powell']",[],"['Kevin Kline', 'Kenneth Branagh', 'Rosie Perez', 'Armand Assante', 'Edward James Olmos']",English,{{Film date|2000|3|31}}
2000,/wiki/The_Skulls_(film),The_Skulls_(film),"['Neal H. Moritz', 'John Pogue']",['Universal Pictures'],The Skulls,['United States'],['Rob Cohen'],['Shane Hurlbut'],['Shane Hurlbut'],['Original Film'],15000000,50800000,107,['Randy Edelman'],['John Pogue'],"['Joshua Jackson', 'Paul Walker', 'Hill Harper', 'Leslie Bibb', 'Christopher McDonald', 'Steve Harris', 'Steve Harris', 'William L. Petersen', 'William Petersen', 'Craig T. Nelson']",English,{{Film date|2000|03|31}}
2000,/wiki/Black_and_White_(1999_drama_film),Black_and_White_(1999_drama_film),"['Daniel Bigel', 'Michael Mailer', 'Ron Rotholz', 'Edward R. Pressman']",['Screen Gems'],Black and White,['United States'],['James Toback'],['David Ferrara'],['David Ferrara'],['Palm Pictures'],12000000,5000000,98,['American Cream Team'],['James Toback'],"['Robert Downey Jr.', 'Gaby Hoffmann', 'Jared Leto', 'Joe Pantoliano', 'Oliver', 'Grant', 'Power', 'Raekwon', 'Claudia Schiffer', 'William Lee Scott', 'Brooke Shields', 'Ben Stiller', 'Mike Tyson', 'Elijah Wood']",English,{{Film date|1999|9|4|Telluride|2000|4|5|United States}}
2000,/wiki/Ready_to_Rumble,Ready_to_Rumble,"['Robert F. Newmyer', 'Jeffrey Silver', 'Michael Tollin']",['Warner Bros.'],Ready to Rumble,['United States'],['Brian Robbins'],['Clark Mathis'],['Clark Mathis'],"['Outlaw Productions', 'Bel Air Entertainment', 'Tollin/Robbins Productions']",24000000,12500000,107,['George S. Clinton'],"['Steven Brill', 'Steven Brill']","['David Arquette', 'Oliver Platt', 'Scott Caan', 'Bill Goldberg', 'Rose McGowan', 'Diamond Dallas Page', 'Joe Pantoliano', 'Martin Landau']",English,7-Apr-00
2000,/wiki/Return_to_Me,Return_to_Me,['Jennie Lew Tugend'],['MGM Distribution Co.'],Return to Me,['United States'],['Bonnie Hunt'],"['Lszl_ Kovcs', 'Lszl_ Kovcs']","['Lszl_ Kovcs', 'Lszl_ Kovcs']",['MetroGoldwynMayer'],24000000,36000000,115,"['Danny DiMinno', 'Carmen Lombardo', 'Nicholas Pike']",[],"['David Duchovny', 'Minnie Driver', ""Carroll O'Connor"", 'Robert Loggia', 'David Alan Grier', 'Bonnie Hunt', 'Joely Richardson', 'Jim Belushi', 'James Belushi']",English,{{Film date|2000|04|07}}
2000,/wiki/Rules_of_Engagement_(film),Rules_of_Engagement_(film),"['Scott Rudin', 'Richard D. Zanuck']",['Paramount Pictures'],Rules of Engagement,['United States'],['William Friedkin'],"['William A. Fraker', 'Nicola Pecorini']","['William A. Fraker', 'Nicola Pecorini']","['Scott Rudin', 'Scott Rudin Productions', 'Seven Arts Pictures']",60000000,71700000,128,['Mark Isham'],[],"['Tommy Lee Jones', 'Samuel L. Jackson', 'Guy Pearce', 'Bruce Greenwood', 'Blair Underwood', 'Philip Baker Hall', 'Anne Archer', 'Ben Kingsley']",English<br> Arabic<br> Vietnamese,{{Film date|2000|04|07}}
2000,/wiki/28_Days_(film),28_Days_(film),['Jenno Topping'],['Columbia Pictures'],28 Days,['United States'],['Betty Thomas'],['Declan Quinn'],['Declan Quinn'],"['Columbia Pictures', 'Tall Tree Productions']",43000000,62200000,104,['Richard Gibbs'],['Susannah Grant'],"['Sandra Bullock', 'Viggo Mortensen', 'Dominic West', 'Diane Ladd', 'Elizabeth Perkins', 'Steve Buscemi']",English,{{Film date|2000|04|14}}
2000,/wiki/American_Psycho_(film),American_Psycho_(film),"['Edward R. Pressman', 'Chris Hanley', 'Christian Halsey Solomon']",['Lions Gate Films'],American Psycho,['United States'],['Mary Harron'],['Andrzej Sekua'],['Andrzej Sekua'],[],7000000,34300000,101,['John Cale'],[],"['Christian Bale', 'Willem Dafoe', 'Jared Leto', 'Josh Lucas', 'Samantha Mathis', 'Matt Ross', 'Matt Ross', 'Bill Sage', 'Chlo Sevigny', 'Cara Seymour', 'Justin Theroux', 'Guinevere Turner', 'Reese Witherspoon']",English,{{Film date|2000|01|21|[[Sundance Film Festival|Sundance]]|2000|04|14|United States}}
2000,/wiki/Keeping_the_Faith,Keeping_the_Faith,"['Hawk Koch', 'Edward Norton', 'Stuart Blumberg']","['Walt Disney Studios Motion Pictures', 'Buena Vista Pictures']",Keeping the Faith,['United States'],['Edward Norton'],['Anastas N. Michos'],['Anastas N. Michos'],"['Touchstone Pictures', 'Spyglass Entertainment', 'Koch Co.', 'Norton/Blumberg Productions', 'Triple Threat Talent']",29000000,59900000,128,['Elmer Bernstein'],['Stuart Blumberg'],"['Ben Stiller', 'Jenna Elfman', 'Edward Norton', 'Eli Wallach', 'Anne Bancroft']",English,{{Film date|2000|4|14}}
2000,/wiki/Where_the_Money_Is,Where_the_Money_Is,"['Chris Dorr', 'Ridley Scott', 'Charles Weinstock', 'Chris Zarpas']",['USA Films'],Where the Money Is,['United States'],['Marek Kanievska'],['Thomas Burstyn'],['Thomas Burstyn'],"['PolyGram Filmed Entertainment', 'Gramercy Pictures', 'Intermedia', 'Intermedia Films', 'Pacifica Film Distribution', 'Scott Free Productions', 'IMF']",28000000,7000000,89,['Mark Isham'],[],"['Paul Newman', 'Linda Fiorentino', 'Dermot Mulroney']",English,{{Film date|2000|4|14}}
2000,/wiki/Gossip_(2000_American_film),Gossip_(2000_American_film),"['Jeffrey Silver', 'Joel Schumacher']","['Warner Bros.', 'Roadshow Entertainment']",Gossip,['United States'],['Davis Guggenheim'],['Andrzej Bartkowiak'],['Andrzej Bartkowiak'],['Village Roadshow Pictures'],24000000,12000000,90,['Graeme Revell'],"['Gregory Poirier', 'Theresa Rebeck']",[],English,{{film date|2000|4|21}}
2000,/wiki/U-571_(film),U-571_(film),"['Dino De Laurentiis', 'Martha De Laurentiis']",['Universal Pictures'],U-571,"['United States', 'France']",['Jonathan Mostow'],"['Oliver Wood', 'Oliver Wood']","['Oliver Wood', 'Oliver Wood']","['Dino De Laurentiis', 'Dino De Laurentiis Company', 'StudioCanal', 'Canal+ Image']",62000000,127000000,116,"['Richard Marvin', 'Richard Marvin']",[],[],English<br>German,{{Film date|2000|04|21}}
